slug,canonical_slug,aliases,name,active,product_count,brand_review_count,brand_reviews_available,order_volume_label,order_volume_numeric,order_volume_tier,years_on_noths,months_on_noths,tenure_label,location,returns_address_full,brand_url,products_url,affiliate_url,reviews_per_1k_orders
carolinebrook,carolinebrook,,Caroline Brook,True,47,249,True,,0,<10,15,,15 years,"Surrey, GB",,https://www.notonthehighstreet.com/partners/carolinebrook,https://www.notonthehighstreet.com/partners/carolinebrook/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fcarolinebrook,0.0
carringtonfoods,carringtonfoods,,Carrington's,True,18,34,True,,0,<10,9,,9 years,"Kent, GB",,https://www.notonthehighstreet.com/partners/carringtonfoods,https://www.notonthehighstreet.com/partners/carringtonfoods/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fcarringtonfoods,0.0
carterbags,carterbags,,Carter Bags,True,1,0,True,,0,<10,4,,4 years,n/a,,https://www.notonthehighstreet.com/partners/carterbags,https://www.notonthehighstreet.com/partners/carterbags/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fcarterbags,0.0
cascavegin,cascavegin,,Cascave Gin,True,1,1,True,,0,<10,3,,3 years,"Brecon, GB",,https://www.notonthehighstreet.com/partners/cascavegin,https://www.notonthehighstreet.com/partners/cascavegin/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fcascavegin,0.0
caseyandcole,caseyandcole,,Casey & Cole,True,4,0,True,,0,<10,3,,3 years,"Uk, GB",,https://www.notonthehighstreet.com/partners/caseyandcole,https://www.notonthehighstreet.com/partners/caseyandcole/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fcaseyandcole,0.0
casgliad,casgliad,,Casgliad,True,3,0,True,,0,<10,3,,3 years,"Bala, GB",,https://www.notonthehighstreet.com/partners/casgliad,https://www.notonthehighstreet.com/partners/casgliad/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fcasgliad,0.0
cashmereparty,cashmereparty,,Cashmere Party,True,25,4,True,,0,<10,1,,1 year,"Olney, GB",,https://www.notonthehighstreet.com/partners/cashmereparty,https://www.notonthehighstreet.com/partners/cashmereparty/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fcashmereparty,0.0
casspea,casspea,,CassPea,True,4,0,True,,0,<10,1,,1 year,"London, GB",,https://www.notonthehighstreet.com/partners/casspea,https://www.notonthehighstreet.com/partners/casspea/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fcasspea,0.0
meanttobedesign,meanttobedesign,,Casulo,True,200,2,True,,0,<10,3,,3 years,"Croydon, GB",,https://www.notonthehighstreet.com/partners/meanttobedesign,https://www.notonthehighstreet.com/partners/meanttobedesign/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fmeanttobedesign,0.0
catinthehood,catinthehood,,Cat in the Hood,True,19,0,True,,0,<10,3,,3 years,"London, GB",,https://www.notonthehighstreet.com/partners/catinthehood,https://www.notonthehighstreet.com/partners/catinthehood/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fcatinthehood,0.0
catherinelewisdesign,catherinelewisdesign,,Catherine Lewis Design,True,157,136,True,,0,<10,7,,7 years,"Rct, GB",,https://www.notonthehighstreet.com/partners/catherinelewisdesign,https://www.notonthehighstreet.com/partners/catherinelewisdesign/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fcatherinelewisdesign,0.0
cecefinery,cecefinery,,Cece Finery,True,1,1,True,,0,<10,2,,2 years,"London, GB",,https://www.notonthehighstreet.com/partners/cecefinery,https://www.notonthehighstreet.com/partners/cecefinery/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fcecefinery,0.0
cetus,cetus,,Cetus,True,48,16,True,,0,<10,15,,15 years,"London, GB",,https://www.notonthehighstreet.com/partners/cetus,https://www.notonthehighstreet.com/partners/cetus/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fcetus,0.0
chaoscreate,chaoscreate,,Chaoscreate,True,10,0,True,,0,<10,0,11,11 months,"Bournemouth, GB",,https://www.notonthehighstreet.com/partners/chaoscreate,https://www.notonthehighstreet.com/partners/chaoscreate/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fchaoscreate,0.0
charlieandboo,charlieandboo,,Charlie and Boo,True,45,136,True,,0,<10,9,,9 years,"Derbyshire , GB",,https://www.notonthehighstreet.com/partners/charlieandboo,https://www.notonthehighstreet.com/partners/charlieandboo/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fcharlieandboo,0.0
charlottebezzantjewellery,charlottebezzantjewellery,,Charlotte Bezzant Jewellery,True,6,16,True,,0,<10,11,,11 years,"LONDON, GB",,https://www.notonthehighstreet.com/partners/charlottebezzantjewellery,https://www.notonthehighstreet.com/partners/charlottebezzantjewellery/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fcharlottebezzantjewellery,0.0
charlotteclarkdesignermaker,charlotteclarkdesignermaker,,Charlotte Clark Designer Maker Ltd,True,9,69,True,,0,<10,12,,12 years,"West Midlands, GB",,https://www.notonthehighstreet.com/partners/charlotteclarkdesignermaker,https://www.notonthehighstreet.com/partners/charlotteclarkdesignermaker/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fcharlotteclarkdesignermaker,0.0
splashandline,splashandline,,Charlotte Cooper Creative,True,29,4,True,,0,<10,4,,4 years,"Richmond, GB",,https://www.notonthehighstreet.com/partners/splashandline,https://www.notonthehighstreet.com/partners/splashandline/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fsplashandline,0.0
charlottemari,charlottemari,,Charlotte Mari,True,0,0,True,,0,<10,4,,4 years,,,https://www.notonthehighstreet.com/partners/charlottemari,https://www.notonthehighstreet.com/partners/charlottemari/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fcharlottemari,0.0
charlottewakefordstationery,charlottewakefordstationery,,Charlotte Wakeford Stationery,True,56,3,True,,0,<10,1,,1 year,"Cranleigh, GB",,https://www.notonthehighstreet.com/partners/charlottewakefordstationery,https://www.notonthehighstreet.com/partners/charlottewakefordstationery/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fcharlottewakefordstationery,0.0
charlottewillisdesigns,charlottewillisdesigns,,Charlotte Willis Designs,True,9,0,True,,0,<10,7,,7 years,"Welwyn Garden City, GB",,https://www.notonthehighstreet.com/partners/charlottewillisdesigns,https://www.notonthehighstreet.com/partners/charlottewillisdesigns/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fcharlottewillisdesigns,0.0
chatsworthcabinets,chatsworthcabinets,,Chatsworth Cabinets,True,5,138,True,,0,<10,12,,12 years,"Derbyshire, GB",,https://www.notonthehighstreet.com/partners/chatsworthcabinets,https://www.notonthehighstreet.com/partners/chatsworthcabinets/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fchatsworthcabinets,0.0
cheesehamper,cheesehamper,,Cheese Hamper,True,10,9,True,,0,<10,0,4,4 months,"Shrewsbury, GB",,https://www.notonthehighstreet.com/partners/cheesehamper,https://www.notonthehighstreet.com/partners/cheesehamper/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fcheesehamper,0.0
cheriedidthis,cheriedidthis,,Cherie did this,True,8,46,True,,0,<10,5,,5 years,"Shropshire, GB",,https://www.notonthehighstreet.com/partners/cheriedidthis,https://www.notonthehighstreet.com/partners/cheriedidthis/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fcheriedidthis,0.0
cherishedchums,cherishedchums,,Cherishedchums,True,12,3,True,,0,<10,4,,4 years,"Manchester, GB",,https://www.notonthehighstreet.com/partners/cherishedchums,https://www.notonthehighstreet.com/partners/cherishedchums/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fcherishedchums,0.0
picturethatframe,picturethatframe,,Cherry Pete Frames,True,28,25,True,,0,<10,10,,10 years,"Berkshire, GB",,https://www.notonthehighstreet.com/partners/picturethatframe,https://www.notonthehighstreet.com/partners/picturethatframe/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fpicturethatframe,0.0
chichimoi,chichimoi,,Chi Chi Moi,True,35,1251,True,,0,<10,18,,18 years,"Somerset, GB",,https://www.notonthehighstreet.com/partners/chichimoi,https://www.notonthehighstreet.com/partners/chichimoi/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fchichimoi,0.0
chillimashcompany,chillimashcompany,,Chilli Mash Company,True,3,110,True,,0,<10,11,,11 years,"Hampshire, GB",,https://www.notonthehighstreet.com/partners/chillimashcompany,https://www.notonthehighstreet.com/partners/chillimashcompany/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fchillimashcompany,0.0
chinadawgs,chinadawgs,,China Dawgs,True,13,12,True,,0,<10,7,,7 years,"Hampshire, GB",,https://www.notonthehighstreet.com/partners/chinadawgs,https://www.notonthehighstreet.com/partners/chinadawgs/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fchinadawgs,0.0
chinoclubuk,chinoclubuk,,Chino Club UK,True,4,0,True,,0,<10,1,,1 year,"Colchester, GB",,https://www.notonthehighstreet.com/partners/chinoclubuk,https://www.notonthehighstreet.com/partners/chinoclubuk/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fchinoclubuk,0.0
chiselpottery,chiselpottery,,Chisel Pottery,True,3,0,True,,0,<10,3,,3 years,"Chichester, GB",,https://www.notonthehighstreet.com/partners/chiselpottery,https://www.notonthehighstreet.com/partners/chiselpottery/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fchiselpottery,0.0
chloegardner,chloegardner,,Chloe Gardner,True,38,49,True,,0,<10,11,,11 years,"Mid Lothian, GB",,https://www.notonthehighstreet.com/partners/chloegardner,https://www.notonthehighstreet.com/partners/chloegardner/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fchloegardner,0.0
chrisgentillustrator,chrisgentillustrator,,Chris Gent Illustration,True,17,15,True,,0,<10,10,,10 years,"Surrey, GB",,https://www.notonthehighstreet.com/partners/chrisgentillustrator,https://www.notonthehighstreet.com/partners/chrisgentillustrator/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fchrisgentillustrator,0.0
chromakane,chromakane,,Chromakane,True,3,0,True,,0,<10,5,,5 years,"Brighton, GB",,https://www.notonthehighstreet.com/partners/chromakane,https://www.notonthehighstreet.com/partners/chromakane/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fchromakane,0.0
cindylasscelebritypawtraits,cindylasscelebritypawtraits,,Cindy Lass Celebrity Pawtraits,True,3,0,True,,0,<10,5,,5 years,"London, GB",,https://www.notonthehighstreet.com/partners/cindylasscelebritypawtraits,https://www.notonthehighstreet.com/partners/cindylasscelebritypawtraits/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fcindylasscelebritypawtraits,0.0
citycompanyseals,citycompanyseals,,City Company Seals,True,12,24,True,,0,<10,12,,12 years,"Essex, GB",,https://www.notonthehighstreet.com/partners/citycompanyseals,https://www.notonthehighstreet.com/partners/citycompanyseals/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fcitycompanyseals,0.0
clairehartigan,clairehartigan,,Claire Hartigan,True,2,45,True,,0,<10,11,,11 years,"Surbiton, GB",,https://www.notonthehighstreet.com/partners/clairehartigan,https://www.notonthehighstreet.com/partners/clairehartigan/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fclairehartigan,0.0
clairehilldesigns,clairehilldesigns,,Claire Hill Designs,True,160,10,True,,0,<10,4,,4 years,"Cardiff, GB",,https://www.notonthehighstreet.com/partners/clairehilldesigns,https://www.notonthehighstreet.com/partners/clairehilldesigns/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fclairehilldesigns,0.0
clara,clara,,Clara,True,65,89,True,,0,<10,13,,13 years,"Cornwall, GB",,https://www.notonthehighstreet.com/partners/clara,https://www.notonthehighstreet.com/partners/clara/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fclara,0.0
clarycedesign,clarycedesign,,Claryce Design,True,22,232,True,,0,<10,15,,15 years,"Sheffield, GB",,https://www.notonthehighstreet.com/partners/clarycedesign,https://www.notonthehighstreet.com/partners/clarycedesign/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fclarycedesign,0.0
claudieandcokids,claudieandcokids,,Claudie & Me,True,37,4,True,,0,<10,4,,4 years,"Billingham, GB",,https://www.notonthehighstreet.com/partners/claudieandcokids,https://www.notonthehighstreet.com/partners/claudieandcokids/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fclaudieandcokids,0.0
clickportraitexperiences,clickportraitexperiences,,Click Portrait Experiences,True,2,0,True,,0,<10,1,,1 year,"Hertfordshire, GB",,https://www.notonthehighstreet.com/partners/clickportraitexperiences,https://www.notonthehighstreet.com/partners/clickportraitexperiences/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fclickportraitexperiences,0.0
clivesefton,clivesefton,,Clive Sefton,True,22,34,True,,0,<10,12,,12 years,"East Sussex, GB",,https://www.notonthehighstreet.com/partners/clivesefton,https://www.notonthehighstreet.com/partners/clivesefton/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fclivesefton,0.0
closeupcreations,closeupcreations,,Close-Up Creations,True,8,6,True,,0,<10,3,,3 years,"Hertfordshire, GB",,https://www.notonthehighstreet.com/partners/closeupcreations,https://www.notonthehighstreet.com/partners/closeupcreations/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fcloseupcreations,0.0
cocktailconnoisseurs,cocktailconnoisseurs,,Cocktail Connoisseurs,True,14,1,True,,0,<10,2,,2 years,"West Sussex, GB",,https://www.notonthehighstreet.com/partners/cocktailconnoisseurs,https://www.notonthehighstreet.com/partners/cocktailconnoisseurs/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fcocktailconnoisseurs,0.0
cocktailcrates,cocktailcrates,,Cocktail Crates,True,57,13,True,,0,<10,4,,4 years,"Waltham Forest, GB",,https://www.notonthehighstreet.com/partners/cocktailcrates,https://www.notonthehighstreet.com/partners/cocktailcrates/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fcocktailcrates,0.0
cocktailsathomeuk,cocktailsathomeuk,,Cocktails At Home UK,True,15,0,True,,0,<10,3,,3 years,"Greater Manchester, GB",,https://www.notonthehighstreet.com/partners/cocktailsathomeuk,https://www.notonthehighstreet.com/partners/cocktailsathomeuk/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fcocktailsathomeuk,0.0
cocoanddee,cocoanddee,,Coco + Dee,True,51,23,True,,0,<10,11,,11 years,"London, GB",,https://www.notonthehighstreet.com/partners/cocoanddee,https://www.notonthehighstreet.com/partners/cocoanddee/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fcocoanddee,0.0
cocoriko,cocoriko,,Coco Riko,True,1,0,True,,0,<10,2,,2 years,"Lincoln, GB",,https://www.notonthehighstreet.com/partners/cocoriko,https://www.notonthehighstreet.com/partners/cocoriko/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fcocoriko,0.0
cocoaencounters,cocoaencounters,,Cocoa Encounters,True,6,0,True,,0,<10,0,6,6 months,"Louth, GB",,https://www.notonthehighstreet.com/partners/cocoaencounters,https://www.notonthehighstreet.com/partners/cocoaencounters/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fcocoaencounters,0.0
coconutlane,coconutlane,,Coconut Lane,True,22,0,True,,0,<10,1,,1 year,"Witney, GB",,https://www.notonthehighstreet.com/partners/coconutlane,https://www.notonthehighstreet.com/partners/coconutlane/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fcoconutlane,0.0
leamingtoncollective,leamingtoncollective,,Collective Home Store,True,265,12,True,,0,<10,1,,1 year,"Devon, GB",,https://www.notonthehighstreet.com/partners/leamingtoncollective,https://www.notonthehighstreet.com/partners/leamingtoncollective/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fleamingtoncollective,0.0
concretejungle,concretejungle,,Concrete Jungle,True,3,2,True,,0,<10,3,,3 years,"London, GB",,https://www.notonthehighstreet.com/partners/concretejungle,https://www.notonthehighstreet.com/partners/concretejungle/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fconcretejungle,0.0
condimaniac,condimaniac,,Condimaniac,True,0,0,True,,0,<10,5,,5 years,,,https://www.notonthehighstreet.com/partners/condimaniac,https://www.notonthehighstreet.com/partners/condimaniac/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fcondimaniac,0.0
confettidesigns,confettidesigns,,Confetti Designs,True,28,25,True,,0,<10,8,,8 years,"Dorset, GB",,https://www.notonthehighstreet.com/partners/confettidesigns,https://www.notonthehighstreet.com/partners/confettidesigns/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fconfettidesigns,0.0
consciousskincare,consciousskincare,,Conscious Skincare,True,20,52,True,,0,<10,13,,13 years,"Ceredigion, GB",,https://www.notonthehighstreet.com/partners/consciousskincare,https://www.notonthehighstreet.com/partners/consciousskincare/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fconsciousskincare,0.0
cookiequeen,cookiequeen,,Cookie Queen,True,6,3,True,,0,<10,2,,2 years,"Truro, GB",,https://www.notonthehighstreet.com/partners/cookiequeen,https://www.notonthehighstreet.com/partners/cookiequeen/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fcookiequeen,0.0
rockpaperstars,rockpaperstars,,Copper & Grey,True,11,165,True,,0,<10,11,,11 years,"Aberdeen, GB",,https://www.notonthehighstreet.com/partners/rockpaperstars,https://www.notonthehighstreet.com/partners/rockpaperstars/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Frockpaperstars,0.0
copperconstructions,copperconstructions,,Copper Constructions,True,11,7,True,,0,<10,4,,4 years,"Battle, GB",,https://www.notonthehighstreet.com/partners/copperconstructions,https://www.notonthehighstreet.com/partners/copperconstructions/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fcopperconstructions,0.0
coppercreation,coppercreation,,Copper Creation,True,11,3,True,,0,<10,3,,3 years,"Stoke-on-Trent, GB",,https://www.notonthehighstreet.com/partners/coppercreation,https://www.notonthehighstreet.com/partners/coppercreation/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fcoppercreation,0.0
copperandsable,copperandsable,,Copper and Sable,True,12,115,True,,0,<10,9,,9 years,"Oxfordshire, GB",,https://www.notonthehighstreet.com/partners/copperandsable,https://www.notonthehighstreet.com/partners/copperandsable/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fcopperandsable,0.0
coralandmint,coralandmint,,Coral & Mint,True,56,1,True,,0,<10,0,0,,"Kingsbridge, GB",,https://www.notonthehighstreet.com/partners/coralandmint,https://www.notonthehighstreet.com/partners/coralandmint/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fcoralandmint,0.0
coralandmossdecorativecollection,coralandmossdecorativecollection,,Coral & Moss Decorative Collection,True,0,0,True,,0,<10,4,,4 years,,,https://www.notonthehighstreet.com/partners/coralandmossdecorativecollection,https://www.notonthehighstreet.com/partners/coralandmossdecorativecollection/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fcoralandmossdecorativecollection,0.0
coralandink,coralandink,,Coral and Ink,True,32,3,True,,0,<10,3,,3 years,"Ashford, GB",,https://www.notonthehighstreet.com/partners/coralandink,https://www.notonthehighstreet.com/partners/coralandink/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fcoralandink,0.0
corincraft,corincraft,,Corincraft,True,9,0,True,,0,<10,0,0,,"Polegate, GB",,https://www.notonthehighstreet.com/partners/corincraft,https://www.notonthehighstreet.com/partners/corincraft/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fcorincraft,0.0
corinnealexander,corinnealexander,,Corinne Alexander,True,84,5,True,,0,<10,0,11,11 months,"London, GB",,https://www.notonthehighstreet.com/partners/corinnealexander,https://www.notonthehighstreet.com/partners/corinnealexander/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fcorinnealexander,0.0
cosmogetscrafty,cosmogetscrafty,,Cosmo gets crafty,True,7,2,True,,0,<10,4,,4 years,"Morden, GB",,https://www.notonthehighstreet.com/partners/cosmogetscrafty,https://www.notonthehighstreet.com/partners/cosmogetscrafty/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fcosmogetscrafty,0.0
cosylondon,cosylondon,,Cosy London,True,17,0,True,,0,<10,0,0,,"London, GB",,https://www.notonthehighstreet.com/partners/cosylondon,https://www.notonthehighstreet.com/partners/cosylondon/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fcosylondon,0.0
